	when	on	.	as	,	i	much	with	certain	facts	in	the	of	and	to	that	these	will	be	this	some	species	it	has	been	by	one	our	my	me	all	which	could	have	any	subject	short	;	a	:	from	same	may	for	not	is	(	)	nearly	but	many	more	do	at	would	must	cannot	several	no	can	only	most	cases	than	often	each	very	their	other	such	varieties	even	if	how	so	structure	conditions	variation	we	shall	see	its	under	case	distinct	or	domesticated	animals	plants	they	what	great	slight	variability	state	nature	long	are	individuals	there	manner	less	character	an	believe	differ	different	domestic	races	whether	between	wild	breeds
in	0.3533987748306626	0.41843944183080495	0.588180255346409	0.41846046772747625	0.8056076119231005	0.4168247613003315	0.33741373582188844	0.39245748849952816	0.2980546807655604	0.3190165196087138		0.7800415272091973	0.8303148196588308	0.5927391754977958	0.5954404825569635	0.46850376468557176	0.3195650221909855	0.32587373917354656	0.42420898043639377	0.36131003218558644	0.33931568788161215	0.3263195624326921	0.3716151456119557	0.3911656087848503	0.4012117665621628	0.421431982794269	0.32455846755137796	0.3408160883491199	0.31834445471060824	0.31099079442575317	0.350273233578296	0.38388193466697684	0.3213630365931655	0.39612203232919074	0.3169950684592861	0.2948165860205529	0.30346059436502637	0.43487006467252637	0.4341636095284842	0.33282629993301305	0.4469005099649052	0.33851341686005687	0.325985114030939	0.38413041234502454	0.3684077851216022	0.41559836407318085	0.3042673538171757	0.30988075386379355	0.327068671330953	0.3580863166734171	0.330264478005622	0.33222513155617417	0.3278096485477344	0.3787854364340737	0.31879264192049683	0.30694806181272427	0.3080133893428768	0.33235916554215755	0.32004116869603344	0.31877579730312955	0.32836411004471533	0.3096319577739486	0.2999758706866718	0.3258116896162556	0.31170677165142563	0.31948734686271407	0.3154938410368522	0.3333897869657645	0.3179026948558105	0.31524455911221205	0.30351576562081883	0.3295994671328455	0.33374431804244875	0.339577110949834	0.32439357538331803	0.29076305033158867	0.3099109988392996	0.30065364264042677	0.35352047512607854	0.3067079235581285	0.3202320246976119	0.3131827195586466	0.3765948529822216	0.29193028864503756	0.30600243432403945	0.3969031825474899	0.3113374530179627	0.32975048283987574	0.3094388015692811	0.3318665745600662	0.31993764466096425	0.3083947391963292	0.3028698209884734	0.29389521292698934	0.29813287587014314	0.2957351480083875	0.3218574256782152	0.3983484118560074	0.2996508435005497	0.31061970241695125	0.29925114363373373	0.30324817759435124	0.2983680496959127	0.3186442626912531	0.30391035403559485	0.3008647918657244	0.30995081496275856	0.3379004968104221	0.30653348212425247	0.3096380701997248	0.3511248381601728	0.3145934440887197	0.33053259834041254
the	0.6393374073337733	0.6633129855651654	0.8018967910544705	0.6711449677881031	0.9783043119148191	0.7245925550881835	0.6334288401636771	0.6604173440065677	0.7031712159260297	0.656928720844548	0.7800415272091973		0.9407270911778375	0.8421940167612817	0.8035632079559404	0.7450703807027405	0.6931144257628893	0.6339467052352004	0.7305390767862806	0.7738629770061993	0.7426009210716573	0.6796932365745374	0.6892177187558839	0.6578821146041356	0.6863171309969451	0.6835233046340344	0.6737964533569144	0.7510140832898182	0.7089484664204441	0.6367126348434196	0.7114861716300983	0.7447962717919436	0.6264755121357155	0.70042890549789	0.7069336577063194	0.6089237925674635	0.6191866952168651	0.7071493893924616	0.8536437742130553	0.6264773252967014	0.6836805515091597	0.6463985103283607	0.6346941791139163	0.6571966109653056	0.6971060148690487	0.6758239219770278	0.6218107199801944	0.6228205147289223	0.6472876674177174	0.6418452664818013	0.7142064053767195	0.6433230139013372	0.6283107511251453	0.6434255859465212	0.6291642125523478	0.6225941075105239	0.6233845968777454	0.6962728130983264	0.6377307988466376	0.6304768437916315	0.6203842872038389	0.6748714119072001	0.6519507472786867	0.6178862166373285	0.6274217612882833	0.7232559278012867	0.6628111782895738	0.7444481915075175	0.6603304272625399	0.6867046083404105	0.6567327459386836	0.6246694407054327	0.6272357314996393	0.6345123440627007	0.6352425646945496	0.6473681765821736	0.619598740125648	0.6738125159344452	0.667059363870315	0.6238434228632932	0.6225514525051064	0.6655568267434784	0.6592760470781612	0.6067378027432562	0.6821211675283599	0.678515897265692	0.6621153592870502	0.6604212153895022	0.6601914801188185	0.6469660826041445	0.6372350625599865	0.6745673737644259	0.6574583191692817	0.6468552974002575	0.6141055125215338	0.6523966211178258	0.6397063815560058	0.6880705791320605	0.6495215318869951	0.6270969030022735	0.6159754512840745	0.6529556236988994	0.6751912813569909	0.6830315979417455	0.6270005275269279	0.6258866694490988	0.657772665243094	0.6996985911220595	0.6202548620518	0.624988316699636	0.6235471479515375	0.668089826069878	0.6218624412978465
of	0.5779044153879276	0.6389427851021161	0.8365384577334194	0.6307704084130662	1.0193819674063191	0.6018790526730103	0.5709138295699444	0.6093667474623345	0.5230183322933379	0.5541720000280204	0.8303148196588308	0.9407270911778375		0.7923477115001827	0.8126786652913952	0.6763136353135369	0.5287386234953968	0.5367914598188162	0.6251196099227743	0.5636571067926188	0.5391352803874316	0.5363748845044263	0.5634238558033138	0.608129619498098	0.6147961458381768	0.6336384016381953	0.5359292065750909	0.5505500547079631	0.5291202761250189	0.5253368650371039	0.5828246825746518	0.6035668378544309	0.5309067048966045	0.6005232540629318	0.5303685774974722	0.5129544176613083	0.5235976414913273	0.6847938375792124	0.6272303651666569	0.5762038143428443	0.6633519648444026	0.5586393185904122	0.5388839971377117	0.6037267073859065	0.588266402558175	0.6348666356918495	0.5256366307863023	0.5258728487161497	0.5612805563312604	0.5736551220624378	0.5474489490265824	0.5458053521431568	0.5637364332366249	0.5987504011497958	0.5322155366330013	0.5287976776539884	0.5202523540228903	0.5533756822048079	0.5286230557431155	0.533782862346482	0.5604713397287998	0.5260272516349944	0.5254397570055231	0.5609881797404631	0.5300628172232613	0.5293613081788497	0.5275472407989437	0.5510854950690387	0.550745446495267	0.520962236120468	0.5191722966177632	0.557104088987172	0.5568348189894745	0.5652045604677436	0.5333576064888051	0.5037959272092776	0.5226491335150044	0.5159554006595469	0.5546226599299979	0.5269091706427311	0.5584442702828186	0.5308755021332229	0.6071276228474524	0.507971335061131	0.5318354691835943	0.6259087770939129	0.5292606352428382	0.5637421981214963	0.522922543914663	0.5350794737312463	0.5558320315480136	0.5207751236428777	0.5199895636965639	0.5129811259181263	0.5111188846560843	0.5064015445900036	0.5359300022191126	0.6367351233882641	0.5165021949825793	0.5193416680103504	0.5178613517502157	0.5183780158609425	0.511949380939169	0.5384454709576745	0.5252491729301068	0.518821156337888	0.5341733472175789	0.5550536608129966	0.5212495140026258	0.5188817519004152	0.5705624889545358	0.5389014263121998	0.5543623934882626
and	0.3889472125153123	0.43713761100330717	0.6174156767859362	0.4582945953531299	0.8425105108598383	0.4741883291026835	0.37165874423960665	0.4137657215322421	0.33619715588642907	0.3342729857000271	0.5927391754977958	0.8421940167612817	0.7923477115001827		0.5837015941549157	0.4948547722459332	0.35536663493391574	0.37869742041742616	0.4686739029117345	0.40102014286684273	0.40385190042518576	0.35787953139492806	0.4260110819408083	0.4104752444728824	0.3979772988610311	0.443935904643292	0.37093642014733547	0.36326515862426667	0.34339217339050987	0.3383007930471484	0.3827349926732364	0.4267745844964802	0.36819691390320153	0.4429874605017652	0.36300761902767864	0.3272323568340336	0.3332017703651913	0.44990949868591956	0.4674318380163333	0.34548207287973004	0.44383222961899327	0.36928228158832055	0.37567546818830727	0.4169914091566737	0.3653317295314015	0.4467024892879968	0.3375115755282604	0.3376916601770573	0.3321253345676845	0.41158733514268186	0.3506828796277189	0.3929289247557696	0.3384324939357203	0.3875166481786495	0.3755859214473244	0.3611674405920843	0.3309620774239743	0.3571556703210662	0.33921839869460635	0.3713419426651583	0.3363418734489044	0.3379886009608368	0.33531744059816604	0.3596607374377153	0.36350964306758393	0.3454270660347539	0.36435810472572805	0.38860533282072035	0.3514253228857647	0.36171812569543804	0.33660308439094655	0.35926180371243105	0.37591504253483127	0.3396490904035716	0.38831687848553864	0.32263817334618794	0.3449691754775171	0.33301485303386347	0.40388405890324597	0.34094585410394473	0.33542292892885317	0.3426077633695648	0.40161877453004124	0.3243673076585004	0.33764882908747473	0.44089639486002347	0.36657673770670046	0.33999490529603094	0.33533827771874347	0.37588475444242153	0.3548656545871717	0.3357833870822006	0.33069733821402947	0.32953682907455567	0.3318534886917831	0.32754908764880253	0.38624077074728347	0.43381544917825077	0.33058331680036623	0.3649104454505867	0.33226292873367846	0.35427568547867294	0.32714663447996306	0.35284089492582077	0.3390253278720195	0.3576407382882649	0.3420591356415381	0.3917786260116535	0.3382577709249672	0.3607604870048814	0.3687060319715989	0.34598229302578215	0.3382507901856209
to	0.36426098389202843	0.4252009277376837	0.6052899931867466	0.4165362202743151	0.8245200734547802	0.4481932401913663	0.35590981096099167	0.39642571346778993	0.3313207868492121	0.34260827316463155	0.5954404825569635	0.8035632079559404	0.8126786652913952	0.5837015941549157		0.46507387187924965	0.3469709630172586	0.36036670370057544	0.45202662538100286	0.38747343429137693	0.3595449181909309	0.35874928441292053	0.39432042503998815	0.40293824685342244	0.4178896161415122	0.4245494793258523	0.35234691011122843	0.36758551818014007	0.348560358783598	0.33510341962158896	0.35808601112506566	0.39474938828562944	0.35754268618250407	0.42611308997142194	0.34353812073845214	0.3276115405691433	0.33479950251454044	0.457283907937303	0.45832723755566485	0.3529958613585015	0.44225767151459844	0.3757821801511402	0.36521709131923763	0.38783203711819847	0.3878802205370908	0.43062587075900627	0.33778646347338986	0.33807605919137973	0.3471937817682595	0.3581431271849509	0.353699164309661	0.3587076024959716	0.34635238064827556	0.38350434477188333	0.3613733670329483	0.3446024088148047	0.33967495821294946	0.35891497628050795	0.3412793303362498	0.36121648828520025	0.34753912031581	0.3402002768715053	0.3310274581624817	0.3506805424791777	0.3432615812093861	0.34326778401760033	0.339461345855263	0.3634615726032117	0.3506123136101684	0.33328203049083693	0.33672793425811054	0.34185076174294105	0.3426958746378898	0.350995488028934	0.3478183966233066	0.3226696820446209	0.3410334756015229	0.3330555163339387	0.3801186488169058	0.34107694471093164	0.3438494441852818	0.3482550882287735	0.39145779759820354	0.32465000766403684	0.33915115441197796	0.4140719342185173	0.34187032692950364	0.349410105785426	0.3429432866159935	0.3538414036596636	0.33946921179522505	0.33535253650219765	0.3336734161107474	0.3267887254716806	0.33145829094274915	0.3283774378188318	0.3501018021169675	0.42013420745856067	0.33164168241777864	0.3338735303662356	0.33193896950308166	0.3338227110142548	0.32714137996406456	0.3525245271763735	0.334865099433806	0.33232792583478793	0.34284188921781344	0.3651406346206293	0.3403939791840914	0.332784409618827	0.3566274883630076	0.35180789003673385	0.3475691373005834
that	0.23616151521832968	0.27997279766220434	0.5115184841576562	0.3035504957293441	0.7305148023954973	0.3014823318051065	0.21458862806307746	0.26162174125863824	0.19046261715212387	0.19911292372613904	0.46850376468557176	0.7450703807027405	0.6763136353135369	0.4948547722459332	0.46507387187924965		0.20804547390151984	0.21747116942555503	0.3177076871555986	0.2682825162831269	0.2339287894701711	0.22714437008342073	0.27338416081629385	0.25961269686535793	0.2607591155330877	0.28163149643546215	0.22464476300762284	0.23871834337877704	0.20596697005500833	0.19921662380920652	0.21710387332986847	0.27638409788213314	0.21604181652430077	0.2988769649519964	0.2051225058903214	0.187884269374845	0.19421297566672702	0.32097712125085753	0.3327931417249067	0.2096723554827347	0.3020061058003784	0.2367637319549586	0.2166246793638515	0.2541875221929954	0.23635212334772157	0.2904355668396054	0.19781945776000143	0.1979141085091709	0.19926706368557706	0.23275724458843342	0.21612026136849583	0.22450523765557726	0.19928321794254814	0.23800219029260716	0.21368513112877363	0.19891179662611863	0.19044374303768383	0.22389230590639905	0.19652475807006292	0.21054863419451386	0.19578038841390974	0.2013050861297667	0.19441067745673546	0.19978750832907077	0.2045985093971197	0.2106277985546227	0.20670354158612667	0.22989171994384325	0.21823403766745747	0.20136935770229336	0.19975207635966113	0.2006201919948032	0.20958564499808569	0.21213201288316963	0.213736669767581	0.18688035605869346	0.20836666328057563	0.19357177213547183	0.24859474236468138	0.19769028914104692	0.1952166808669037	0.20441093379519984	0.24402870513585015	0.1864101121124414	0.2010432990069127	0.2776112862147819	0.2114950032655225	0.2076640661461581	0.20754209829208767	0.21430079359396548	0.19961936119985713	0.1983810286370332	0.19393798927717365	0.18747025120873462	0.1945358194688749	0.19490838066778332	0.21589305843972156	0.28325893473513253	0.19516964821162985	0.2016252993761139	0.1920559401154044	0.19436903957774365	0.1871557025224841	0.211665905268097	0.19166682796493895	0.19367620122213133	0.20152885838454826	0.2340731323339328	0.20080703033657862	0.20594905145986578	0.21179791906820317	0.21004822369902765	0.20702020587737596
these	0.09480433520758932	0.14273706016039256	0.3664496591574842	0.15622767918281638	0.6095028195997683	0.19596804316952782	0.08593753175392403	0.12427714072229809	0.07373737384530013	0.07328149231560394	0.3195650221909855	0.6931144257628893	0.5287386234953968	0.35536663493391574	0.3469709630172586	0.20804547390151984		0.08907162140764241	0.21174844230753298	0.15372948737980782	0.11529839700333969	0.11663315018712293	0.15129065103748957	0.13322352282557526	0.1490519379392663	0.15175835823946734	0.10041289415869044	0.12493585869845242	0.08610985216058775	0.07215113564839915	0.0998286719611613	0.1504725136518685	0.08309767112803243	0.1826946773668562	0.08537598633358515	0.06231408439378562	0.07023754563931468	0.2066415135152499	0.23355492612437206	0.07758256634288396	0.16951389968177327	0.11832962146805368	0.09316222933177558	0.1212428110010237	0.11404254213773707	0.16883665778769325	0.07139990346679735	0.07142840215522127	0.07072188895643303	0.10786373611488324	0.10474359760593685	0.10023732453828427	0.06819343076967233	0.10516701442832652	0.08628544392946194	0.07340792725777237	0.06775034395422341	0.11146069576094347	0.07939377724263008	0.08505301771747645	0.06955968400527412	0.08372018338421469	0.06665064186190237	0.0689246695902942	0.07692828958067231	0.0927843204141289	0.07988563540372695	0.11318285166122086	0.09940207732704179	0.07281646631108282	0.07700979160212694	0.06890584708386457	0.07469914329394711	0.0737663748958074	0.08915202870653048	0.06280032463540525	0.08278273235935789	0.07464201891400184	0.12618431961193308	0.07349549782971113	0.06883186494579119	0.08422860383955313	0.1194251861827478	0.058002350627878355	0.07675446036969957	0.15121200765579895	0.07578665429317805	0.08938829576353291	0.08189449284346328	0.10042557398729776	0.06797921266944322	0.07483711956150246	0.068315303749864	0.0621916509292647	0.06746913698617528	0.07349267387562598	0.09344372591481251	0.15891187778397747	0.06873905021906895	0.07439432432510473	0.06529131246692318	0.0655743657368167	0.06518224896184621	0.09253064749815834	0.07111816710888144	0.06507446649368528	0.07736176302437811	0.11829149552351628	0.07798718421187462	0.067464200987848	0.0772013771476814	0.08717965778138792	0.08009279792245677
will	0.10450039139845768	0.151203435414785	0.3686987432810066	0.17139463217571194	0.6139436446357326	0.2243798191887673	0.0976097919735208	0.13647139470850378	0.07392778099456465	0.0792685527592763	0.32587373917354656	0.6339467052352004	0.5367914598188162	0.37869742041742616	0.36036670370057544	0.21747116942555503	0.08907162140764241		0.2168467615143589	0.15001362523802686	0.11822752874486837	0.1187643811779503	0.16350770980848434	0.15792933245862434	0.1559442458609394	0.16089928041799184	0.10216011764774584	0.11887519513529289	0.09086566328869483	0.08486378245173341	0.0998518409646007	0.15506119265019463	0.11494320547217461	0.20844624871528786	0.08856452449917135	0.07271455119674303	0.0777889253791486	0.21568468448318812	0.23206730059171643	0.08626906403076072	0.17418570552397478	0.1258384025366454	0.12899858670882863	0.12762958639887523	0.12711029396150847	0.19942240549492074	0.08013823704524967	0.07997803744541875	0.0755212186966476	0.10512109707496736	0.10648211266151346	0.10836407890345862	0.08559948866649997	0.1142441557334688	0.1160139376877482	0.09238088836742184	0.09184765586240642	0.11211302824048483	0.08136781881269854	0.11457240673749948	0.07663463773215717	0.08827227168514284	0.07265214104263304	0.07770750260273501	0.08895168081506769	0.08856948126150983	0.08870322078131274	0.11745891921098624	0.1020848206750047	0.07776184752954156	0.08430110771212275	0.07829916085883389	0.08176307515057357	0.08064511389659154	0.09492101885210966	0.06674617467678641	0.09063091024480725	0.07927743873708282	0.13560948900427122	0.09050743417644525	0.07824044518388734	0.08884633648895249	0.1287241058033204	0.06752683291715453	0.0804563114927864	0.16808233094058245	0.08373186071151927	0.09357802254336492	0.09287890148223514	0.11035854278509508	0.07459632937752105	0.07983141355153751	0.0769862271395357	0.06797705998087264	0.07578900674997763	0.0765403852915207	0.09798978465074955	0.17509820623803024	0.07527057884215232	0.07939603506647333	0.07384094775712066	0.07419638518300224	0.07018088242475523	0.10123805547035661	0.0819880583483831	0.07489257863538816	0.08573638262072934	0.11833265044884687	0.08605580595480755	0.07773113390536535	0.08636013619358116	0.09419343175307288	0.08770466960526696
be	0.22334440753503276	0.26875548358141654	0.4600381496734374	0.2761643413969549	0.705360531707221	0.30504667335818403	0.21472246915128718	0.24646134911656556	0.19967098486947693	0.1997235585441401	0.42420898043639377	0.7305390767862806	0.6251196099227743	0.4686739029117345	0.45202662538100286	0.3177076871555986	0.21174844230753298	0.2168467615143589		0.25921258725570995	0.23851567726909695	0.2379799213198526	0.2638913022400779	0.262831397486916	0.2847951152528665	0.27122439182646507	0.22551306473533766	0.23875620715416412	0.21060694544430436	0.2107134394562699	0.21727230332943825	0.25847277958715453	0.21151843466591166	0.3391278646131971	0.21459922603191986	0.19392424485450344	0.199632093997616	0.31952520420294006	0.3496290981936172	0.20846593040264425	0.28274052489406776	0.24235687614674062	0.21978609072709196	0.24435327857808603	0.2624286722155032	0.29798219806701687	0.2018674855408071	0.20578864858575144	0.19972180763980574	0.2211235356705977	0.22079558312266398	0.22739922935218967	0.20412109308336135	0.22813313677009867	0.2146213373129642	0.20181624967767417	0.19661117329189526	0.23175655131319936	0.20388971399583797	0.2123168139302926	0.20638277624636356	0.2078919498527677	0.195847384981798	0.1993580265182455	0.20978616242253803	0.2124570226133885	0.2094688927419171	0.23830157464224877	0.2193673452135923	0.19908686853240254	0.2039462919103902	0.1987624193973454	0.20510229725221113	0.20436712348632924	0.2171680810113903	0.1889191002027349	0.21225211686665957	0.2029885454650247	0.24371302488820068	0.2047712090214644	0.20276058904152333	0.2137616888721095	0.2446238381173703	0.19099355303976812	0.20585481566023486	0.2756638453482657	0.2051620416427392	0.21034545754686662	0.2071877276763264	0.22484721763770696	0.2025366047384863	0.20420209244529192	0.19844755587556082	0.19110660036165622	0.2001139073246536	0.1989037884482982	0.22200119877001206	0.29045368466637966	0.1999673688747597	0.19937320774338563	0.19675889632239796	0.1964939355665527	0.19296558735711994	0.22550683249718434	0.2099405710808459	0.20282273711372062	0.20761448340804625	0.23499321813381105	0.20751891706834524	0.19877685200473832	0.20779031712480112	0.21453112845470274	0.20962659943764694
this	0.1566888455359332	0.1942324317836876	0.3966788205784413	0.2179420062817726	0.6637883711619605	0.2596379107276009	0.14642485184412482	0.18189928061842384	0.1357061201031987	0.13350210855277508	0.36131003218558644	0.7738629770061993	0.5636571067926188	0.40102014286684273	0.38747343429137693	0.2682825162831269	0.15372948737980782	0.15001362523802686	0.25921258725570995		0.18475915496714343	0.1776660676834383	0.23116140795801876	0.18776902916692387	0.20058123988908363	0.20862543813864282	0.15602730951650334	0.1820865320234229	0.15050516455636487	0.13149081325571177	0.16024813005497113	0.2147002115764075	0.14338322324885736	0.2336439481620213	0.15347876543458405	0.12128491481270227	0.13158310399657414	0.2657558237295967	0.2989487627967305	0.13722780325313028	0.2178861472816348	0.17626122252599125	0.1498415660467215	0.1731962218743585	0.17741015037832297	0.21998171666420116	0.13071374677990702	0.1328556498970661	0.13292232153410066	0.1537002769218107	0.1641505814559692	0.15632683573576645	0.12662099129991378	0.16115733399752166	0.14432907547723828	0.13313743430526453	0.12837188643336062	0.16675175918291324	0.14164701146425648	0.14415769376349508	0.12973456825310875	0.14199314986144243	0.12722914357475767	0.1277799606672071	0.13612771591753106	0.1534393340246785	0.14096852877919297	0.1767575938527728	0.15553360465958516	0.13619619194678256	0.13925792552138364	0.131792308413154	0.13763513527696863	0.13824054303101457	0.1517378142592875	0.1259786168129835	0.14728231475098624	0.13835672692293544	0.19348809961839777	0.1333231819810195	0.1301372825333773	0.144023733946195	0.17418284783461457	0.1222827540685423	0.13745508016960517	0.20607946032486632	0.13579139087613	0.15605851893391967	0.1473787028401356	0.1617454107975389	0.1348083678169824	0.1407506010799043	0.12935884921839058	0.13042429106549325	0.12684160173751483	0.13658599915080324	0.15291333505510601	0.2155333108521121	0.12900747131182416	0.14587919307590463	0.12627471631879159	0.12706109572050156	0.12943176106674298	0.15956491007096305	0.12821748564570545	0.12398671742863236	0.14345570427264553	0.17098047839572744	0.13662785153958645	0.13097568774303536	0.13641942002181875	0.14662465709050104	0.14447450210801085
some	0.12249571348351337	0.166149016162132	0.3744115595338485	0.18572594140222826	0.609681095102739	0.22171157184644766	0.11654901037902896	0.1566465777931032	0.10376243991834785	0.09843315277527197	0.33931568788161215	0.7426009210716573	0.5391352803874316	0.40385190042518576	0.3595449181909309	0.2339287894701711	0.11529839700333969	0.11822752874486837	0.23851567726909695	0.18475915496714343		0.14171590103009832	0.1781956685395784	0.15917645753081489	0.1713065858990227	0.18097495878005088	0.13181739444903914	0.14828947533748355	0.11547648539457883	0.10246704456738431	0.12778561247483064	0.17695752027828843	0.11070964829614371	0.20710010381157384	0.12134342986585966	0.09216978445376858	0.09603416901589393	0.22517257071625746	0.27152717667626464	0.1043557848139373	0.19538716381495533	0.1433734589366936	0.12008282274840068	0.14598758155594987	0.14398920286794525	0.19375081779550812	0.09938484098313112	0.09834994079367701	0.09884247743745259	0.1347741879319884	0.14203653205765943	0.12766600018497662	0.09814361164530407	0.12947409098772233	0.11459598029677576	0.1005610824139462	0.09383593124313512	0.14278462061737673	0.10638235812483318	0.11177028227810351	0.0956563704507507	0.11724926237862725	0.09389562569902835	0.0965405970537472	0.10445005196270074	0.13474645241077118	0.1109470544957469	0.14368333557706525	0.12913430808625165	0.1017290919546332	0.10476437143893395	0.09877595338923986	0.10665300539598521	0.09966241256763791	0.11521883539229902	0.09189818574677082	0.11140862668069978	0.10046321155762009	0.15286101088930093	0.10021241027948283	0.09652882561071258	0.11354449781346085	0.14425200562918997	0.08958664703186102	0.10354681946574622	0.18350099447276175	0.10833395450963723	0.11227530730840407	0.1094947029323887	0.12711933309748852	0.09639955076266281	0.10175421498568865	0.09747536464460972	0.09062234486268776	0.1011572250430827	0.10374368997103581	0.12065180862395887	0.18401660926555424	0.0989117042132686	0.09981270774597589	0.09425754604356101	0.09419345013295713	0.09828266782457645	0.12935879741722162	0.09714073364663067	0.09391325164860212	0.11094060269085501	0.14673809630224458	0.10756553270854446	0.09800097348464584	0.1049365767164731	0.11226470688699142	0.10950868604223687
